0.06936107	-0.011809224	-0.024277493	-0.04805685	-0.047769014	0.023605451	0.0025046198	0.041035425	0.001459938	0.0038291896	0.042607304	0.01996502	0.09798585	0.044836786	0.012998699	-0.0106129525
0.037931107	-0.056478243	-0.019324558	-0.059920684	-0.00048566275	0.034464657	-0.022802504	-0.006288813	0.02823131	0.037892137	0.062788606	0.06105122	0.12256101	0.011876626	0.005193497	0.025246931
-0.055315465	-0.054968353	0.04173224	-0.039407294	-0.00030170687	0.05871663	-0.0445418	0.040659618	0.0453074	0.03136981	0.089169495	0.09149253	0.06873792	-0.030589666	-0.022574393	-0.009665664
0.005247222	0.015904168	-0.03213514	-0.060068045	-0.011389827	0.037878204	-0.0074351244	0.044392087	0.04040533	-0.040915277	0.056618977	0.14723459	0.051790874	0.08416781	0.048913714	-0.01130168
0.009690179	-0.024668135	0.0024064353	0.0033675903	-0.07085417	0.051914413	0.0055503524	0.037495036	0.056373198	0.04760004	0.0014954151	0.04249893	0.04151976	0.04496194	-0.071343064	-0.011454716
0.002162157	-0.030550467	-0.043340735	0.005416386	0.027923737	0.0534046	-0.047158524	0.040318817	-0.005930163	-0.056942623	-0.03268534	0.07887376	0.088920034	0.0487009	-0.04678014	0.048293713
-0.035295747	-0.06776712	0.031929873	-0.082799315	-0.08038413	0.03750231	-0.018175267	0.05449778	0.022333145	-0.03139404	0.062133186	0.03611909	0.11291715	0.018061303	-0.022782803	-0.021509402
0.056902714	-0.040332206	-0.09869065	-0.020885916	-0.020577392	0.066299684	-0.018294182	0.009002995	0.026079183	-0.005445681	0.06429907	0.04131935	0.045734964	0.01687901	-0.027428787	-0.014435216
0.004012118	-0.029589606	-0.01343332	0.013373652	0.044854533	-0.007197323	-0.036041286	0.03235779	0.03489556	-0.04038695	0.079103775	0.127392	0.09144321	0.028805656	-0.014602312	-0.03127297
-0.015839288	-0.07438486	-0.009241666	-0.022928452	-0.017285036	0.05204624	-0.034862656	0.10863503	0.045559965	0.024297696	0.009668534	0.052304234	0.073362194	-0.03290347	0.03311203	0.04385422
0.018177914	-0.05412759	0.009782896	-0.022957128	-0.084268555	-0.011044299	0.0012297224	0.07055017	-0.062272754	0.02468701	-0.023958834	0.009617001	0.016856918	0.05114508	0.08424681	0.06437578
0.0061082398	-0.04724823	-0.034957737	0.04037751	-0.009336368	0.01789654	-0.050989203	-0.0008426667	0.103068784	-0.003003166	-0.000893586	0.09007404	0.1435238	0.075880334	0.053510264	0.01164175
0.10038303	0.016552374	-0.00750248	-0.027903112	0.10240482	0.021377096	0.02353762	-0.00059613737	-0.0031005335	0.067583136	0.072761565	0.046772826	0.029895928	0.019604435	0.017355675	0.043427598
-0.0034979612	-0.0069734324	-0.098428085	0.017514823	-0.050783534	0.04667628	-0.0072604036	0.026929047	0.008802726	0.02179918	0.13556534	-0.039272375	0.059109174	0.03501461	-0.0022512244	-0.026705848
0.070226856	0.010214303	0.04689404	-0.055871833	-0.0036970808	0.05543515	-0.0052122413	0.054574806	0.04553873	-0.031722493	-0.020961205	0.042658623	0.0727471	0.0070166225	-0.036013417	0.048981715
0.03908754	-0.026258262	0.0021619163	-0.04303522	-0.0056866915	0.014036883	-0.066358626	0.046784837	0.008842241	-0.039336607	0.0171755	-0.02031873	0.07901934	0.016291821	0.08260652	-0.06953211
0.063368715	-0.09386071	-0.0010717855	0.014970126	-0.026538631	0.017460806	0.042798564	0.071197815	-0.004294849	-0.042987816	0.07351145	0.061270744	0.10767486	0.060007107	0.0869056	0.015327765
0.049177162	-0.0953317	-0.03150795	-0.018295407	0.03697392	0.07035237	0.009451197	-0.04655674	0.019575685	-0.012939868	0.072400905	-0.00616704	0.083812244	0.018603057	0.08039016	0.031822518
-0.062485904	-0.032019667	-0.026010191	-0.05308169	0.015230787	0.027562084	0.035318803	-0.008172224	-0.037861954	-0.015234956	-0.035857297	0.08512371	0.06911905	0.066775665	0.034481976	0.052847195
-0.025853097	-0.063512705	0.024649585	-0.02707199	-0.025885087	0.0419381	0.013063242	-0.0014126188	0.06546099	0.06575452	0.045697242	0.12746374	0.09803425	0.056496114	0.046674374	0.011729746
-0.043451145	-0.04685262	-0.025931094	-0.025687978	-0.06085827	-0.034632467	-0.044038445	0.010598001	-0.005051065	0.019337023	0.15024284	0.08239957	0.10291473	0.043382686	-0.1047581	-0.07902983
